manufacturer;model_name;detail_name;hsn;tsn;displacement;power;year_from;year_to;engine_type;target_bucket
VW;Golf VI;1K (GOLF VI CABRIO 2.0 TDI);0603;BVT;1968;81;2015;2016;Diesel;2
VW;Golf VI Plus;1KP (GOLF VI PLUS 2.0 TDI);0603;AOU;1968;81;2008;2014;Diesel;2
VW;Golf VI;1K (GOLF VI CABRIO 2.0 TDI);0603;BHG;1968;103;2011;2016;Diesel;2
VW;Golf VI Plus;1KP (GOLF VI PLUS 2.0 TDI);0603;APF;1968;103;2009;2014;Diesel;2
VW;Golf V;1KM (GOLF V/VI VARIANT 1.6 TDI);0603;APW;1598;77;2009;2014;Diesel;2
VW;Jetta III;1KM (JETTA 1.6 TDI);0603;APX;1598;77;2009;2011;Diesel;2
VW;Jetta IV;16 (JETTA 2.0 TDI);0603;AZA;1968;103;2010;2016;Diesel;2
VW;Jetta IV;16 (JETTA 1.6 TDI);0603;AYZ;1598;77;2010;2016;Diesel;2
VW;Passat;3C (PASSAT VARIANT 1.6 TDI);0603;AQH;1598;77;2009;2013;Diesel;2
VW;Passat;3C (PASSAT 1.6 TDI);0603;BCQ;1598;77;2011;2015;Diesel;2
VW;Passat;3C (PASSAT 1.6 TDI);0603;AYE;1598;77;2010;2015;Diesel;2
VW;Passat;3C (PASSAT 1.6 TDI);0603;AQI;1598;77;2009;2013;Diesel;2
VW;Passat;3C (PASSAT VARIANT 1.6 TDI);0603;BDC;1598;77;2011;2015;Diesel;2
VW;Passat;3C (PASSAT VARIANT 1.6 TDI);0603;AYF;1598;77;2010;2015;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI);0603;AOJ;1968;81;2009;2013;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI);0603;AOH;1968;81;2009;2013;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI 4MOTION);0603;BCW;1968;103;2011;2015;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI);0603;BCV;1968;103;2011;2015;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI 4MOTION);0603;AYK;1968;103;2010;2015;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI);0603;AYI;1968;103;2010;2015;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI 4MOTION);0603;BDI;1968;103;2011;2015;Diesel;2
VW;Touran;1T (TOURAN 1.6 TDI);0603;AXH;1598;66;2010;2015;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI);0603;BDH;1968;103;2011;2015;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI 4MOTION);0603;AYL;1968;103;2010;2015;Diesel;2
VW;Passat;3CC (PASSAT COUPE / CC 2.0 TDI 4-MOTION);0603;AQB;1968;103;2009;2017;Diesel;2
VW;Passat;3CC (PASSAT COUPE / CC 2.0 TDI);0603;ANC;1968;103;2008;2017;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI 4MOTION);0603;BCY;1968;125;2011;2015;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI);0603;BCX;1968;125;2011;2015;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI 4MOTION);0603;AYO;1968;125;2010;2015;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI);0603;AYM;1968;125;2010;2015;Diesel;2
VW;Passat;3CC (PASSAT COUPE / CC 2.0 TDI 4MOTION);0603;ARR;1968;125;2010;2017;Diesel;2
VW;Passat;3CC (PASSAT COUPE / CC 2.0 TDI);0603;ANV;1968;125;2008;2017;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI 4MOTION);0603;BDK;1968;125;2011;2015;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI);0603;BDJ;1968;125;2011;2015;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI);0603;AYN;1968;125;2010;2015;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI 4MOTION);0603;ARS;1968;125;2010;2015;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI 4MOTION);0603;ART;1968;125;2010;2013;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI 4MOTION);0603;AYP;1968;125;2010;2015;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI 4MOTION);0603;BJU;1968;130;2012;2015;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI);0603;BJT;1968;130;2012;2015;Diesel;2
VW;Passat;3CC (PASSAT CC 2.0 TDI 4MOTION);0603;BJR;1968;130;2012;2017;Diesel;2
VW;Passat;3CC (PASSAT CC 2.0 TDI);0603;BJQ;1968;130;2012;2017;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI 4MOTION);0603;BJW;1968;130;2012;2015;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI);0603;BJV;1968;130;2012;2015;Diesel;2
VW;Polo;6R (POLO V 1.6 TDI);0603;APV;1598;77;2009;2018;Diesel;2
VW;Polo;6R (POLO V 1.6 TDI);0603;APU;1598;66;2009;2018;Diesel;2
VW;Polo;6R (POLO V 1.2 TDI);0603;ASO;1199;55;2010;2018;Diesel;2
VW;Polo;6R (POLO V 1.6 TDI);0603;APP;1598;55;2009;2018;Diesel;2
VW;Scirocco;13 (SCIROCCO 2.0 TDI);0603;APQ;1968;125;2009;2019;Diesel;2
VW;Scirocco;13 (SCIROCCO 2.0 TDI);0603;AOB;1968;103;2008;2019;Diesel;2
VW;Scirocco;13 (SCIROCCO 2.0 TDI);0603;BKR;1968;130;2013;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI);0603;BKQ;1968;130;2013;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI);0603;BKP;1968;130;2013;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI);0603;ATZ;1968;125;2010;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI);0603;ATY;1968;125;2010;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI 4MOTION);0603;ATX;1968;103;2010;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI 4MOTION);0603;ATW;1968;103;2010;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI);0603;ATV;1968;103;2010;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI);0603;ATU;1968;103;2010;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI);0603;ATT;1968;85;2011;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI);0603;ATS;1968;85;2011;2019;Diesel;2
VW;T5;7HC (T5 MULTIVAN CALIFORNIA 2.0 TDI);0603;AQW;1968;75;2009;2015;Diesel;2
VW;T5;7HC (T5 KOMBI CARAVELLE 2.0 TDI);0603;AQT;1968;75;2009;2015;Diesel;2
VW;T5;7HC (T5 MULTIVAN CALIFORNIA 2.0 TDI);0603;AQV;1968;62;2009;2015;Diesel;2
VW;T5;7HC (T5 KOMBI CARAVELLE 2.0 TDI);0603;AQS;1968;62;2009;2015;Diesel;2
VW;T5;7HC (T5 SHUTTLE/KOMBI 1.9 TDI);0603;AIE;1896;62;2006;2015;Diesel;2
VW;T5;7HM (T5 MULTIVAN CALIFORNIA 1.9 TDI);0603;AHI;1896;62;2006;2015;Diesel;2
VW;T5;7HC (T5 CARAVELLE KOMBI 2.0 TDI);0603;BFT;1968;84;2011;2015;Diesel;2
VW;T5;7HC (T5 CALIFORNIA BEACH MULTIVAN 2.0 TDI);0603;BFQ;1968;84;2011;2015;Diesel;2
VW;T5;7HC (T5 MULTIVAN CALIFORNIA 2.0 TDI 4-MOTION);0603;ARK;1968;103;2009;2015;Diesel;2
VW;T5;7HC (T5 KOMBI CARAVELLE 2.0 TDI 4-MOTION);0603;ARJ;1968;103;2009;2015;Diesel;2
VW;T5;7HC (T5 MULTIVAN CALIFORNIA 2.0 TDI);0603;AQX;1968;103;2009;2015;Diesel;2
VW;T5;7HC (T5 KOMBI CARAVELLE 2.0 TDI);0603;AQU;1968;103;2009;2015;Diesel;2
VW;T5;7HC (T5 MULTIVAN CALIFORNIA 2.0 TDI 4-MOTION);0603;AQO;1968;132;2009;2015;Diesel;2
VW;T5;7HC (T5 MULTIVAN CALIFORNIA 2.0 TDI);0603;AQN;1968;132;2009;2015;Diesel;2
VW;T5;7HC (T5 KOMBI CARAVELLE 2.0 TDI 4-MOTION);0603;AQM;1968;132;2009;2015;Diesel;2
VW;T5;7HC (T5 KOMBI CARAVELLE 2.0 TDI);0603;AQL;1968;132;2009;2015;Diesel;2
VW;Tiguan;5N (TIGUAN 2.0 TDI 4MOTION);0603;ANI;1968;120;2008;2015;Diesel;2
VW;Tiguan;5N (TIGUAN 2.0 TDI 4MOTION);0603;AMR;1968;103;2007;2015;Diesel;2
VW;Tiguan;5N (TIGUAN 2.0 TDI 4MOTION);0603;AMQ;1968;100;2007;2015;Diesel;2
VW;Tiguan;5N (TIGUAN 2.0 TDI 4MOTION);0603;AKT;1968;100;2007;2015;Diesel;2
VW;Tiguan;5N (TIGUAN 2.0 TDI 4MOTION);0603;AKS;1968;103;2007;2015;Diesel;2
VW;Tiguan;5N (TIGUAN 2.0 TDI 4MOTION);0603;BJP;1968;130;2012;2015;Diesel;2
VW;Touran;1T (TOURAN 1.6 TDI);0603;AZX;1598;77;2011;2015;Diesel;2
VW;Touran;1T (TOURAN 1.6 TDI);0603;AZW;1598;77;2011;2015;Diesel;2
VW;Touran;1T (TOURAN 1.6 TDI);0603;AZV;1598;66;2011;2015;Diesel;2
VW;Touran;1T (TOURAN 1.6 TDI);0603;AZU;1598;66;2011;2015;Diesel;2
VW;Touran;1T (TOURAN 1.6 TDI);0603;AXI;1598;66;2010;2015;Diesel;2
VW;Touran;1T (TOURAN 1.6 TDI);0603;ATF;1598;77;2010;2015;Diesel;2
VW;Touran;1T (TOURAN 1.6 TDI);0603;ATE;1598;77;2010;2015;Diesel;2
VW;Touran;1T (TOURAN 2.0 TDI);0603;AOL;1968;77;2009;2015;Diesel;2
VW;Touran;1T (TOURAN 2.0 TDI);0603;AOK;1968;77;2009;2015;Diesel;2
VW;Touran;1T (TOURAN 2.0 TDI);0603;BAB;1968;103;2011;2015;Diesel;2
VW;Touran;1T (TOURAN 2.0 TDI);0603;BKG;1968;130;2012;2015;Diesel;2
VW;Touran;1T (TOURAN 2.0 TDI);0603;BKF;1968;130;2012;2015;Diesel;2
VW;Touran;1T (TOURAN 2.0 TDI);0603;BAE;1968;125;2011;2015;Diesel;2
VW;Touran;1T (TOURAN 2.0 TDI);0603;BAD;1968;125;2011;2015;Diesel;2
VW;Touran;1T (TOURAN 2.0 TDI);0603;BAC;1968;103;2011;2015;Diesel;2
Mercedes-Benz;E-Klasse;212 (E 220 CDI);1313;BGT;2143;125;2009;2015;Diesel;2
Mercedes-Benz;V-Klasse;639/2 (V 250 CDI);1313;ECX;2143;140;2013;2019;Diesel;2
Mercedes-Benz;C-Klasse;204 K (C 220 D T-MODELL 4MATIC);1313;EQF;2143;125;2015;2019;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI);0603;AYJ;1968;103;2010;2015;Diesel;2
